title,poem,tags,is_love_poem,decade
Guldkorn 0004,"Det himmelske er der ved kjærlighed,

at dens sorg selv bliver et rigdoms væld:

hvor fyldes mig ei mangen ensom kveld,

naar jeg sænker mig i min erindring ned.","Peter Andreas Munch, Johan Sebastian Welhaven, Guldkorn",0,0
Livets musikk,"Din hånd 

rører mitt hjerte 

maseres med glede 

slik at rytmen bevares



Din sjel

legger ro i kroppen 

livet er balansert 

mellom gode og onde



Din glede 

sprer tårer av lykke

humøret den smittes 

det onde forsvinner



Livet er lett

i ditt nærvær

du er fremtiden

og min kjære","Ksk, Dikt skrevet på 2000-tallet, Kjærlighet, Alle dikt alfabetisk",1,2000
Falsktvennskap,"Venner ja, hva kan en si om dem?

Mange er gode, virkelig gode, men 

Mange er også dårlige. Det er dessverre

De dårlige vi ser lettest. De er de som 

Svikter, forlater deg, ser stygt på deg,

Snakker bak din rygg, selsom du bare er deg.

Du sitter der, håper og tror de en dag vil innse 

At det de gjør er grusomt. Du venter og venter,

Flere uker går det, før du først da, innser at de vennene

Du engang hadde, er borte for alltid. 

Årene går, og du ser de komme krypende til deg for

Tilgivelse. Du føler at tilgivelse er det eneste 

Rette.

 Dessverre for dem, kom hjernen i forkjøpet.","Alle dikt alfabetisk, Vennskap",0,0
Rakettene suser,"Rakettene suser

og glassene bruser

Et nytt år skal komme

det gamle er omme



Vi hever vårt glass

og tenner raketter

vi skåler i sjampis

og nyttårs forsetter



Et nytt år skal komme

vi hilser det frem

Det gamle er omme

og vinker farvel



GODT  NYTT  ÅR","Nyttår, Marit Irene Jensen, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Slående hjerte,"En rytmisk pust

Et slående hjerte

En varm kropp, og en vakker melodi

Åndedrag fra en annen varm kropp

krøllet tett inntil den første

Lyden av harmoni

og et til hjerte

slående for det andre til evig tid","Malicia33, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Kjærlighet",1,2000
Du har en gjeld,"Da de tre tårn falt i USA

og myndighetene sa det var

terrorister som gjorde det

var det ingen som kunne se

at det var de selv som gjorde det



Men sannheten kommer alltid for en dag

og selv om den ikke passer vårt velbehag

så er det best å erkjenne og innse den

enn å late som USA fortsatt er får venn



Det er rett og slett for galt å myrde

tre tusen av sine egne borgere kun for profitt

slikt viser at man virkelig er en ondskapsfull dritt

slikt er viktigere enn bare mitt og ditt



For sier ingen i fra nå

så vil vi også er hjemme få

et statskupp ingen engang ser

og når det er for sent, hjelper det ei

om vi på våre knær ber



Kanskje er det allerede for sent

er melet i posen til regjeringen er hjemme rent?

Hvorfor sier ikke de i fra

og krever at en oppklaring, 

det skal de ha?



Og media, hvor er de?

Kan NRK ha rent mel i posen 

når de ikke en gang vil ta

debatten og fortier de

som prøver å sannheten si?



Men retten til å si ifra, den vil de ta

ved å innføre kneble-lover for å tie

de som våger å si ifra



Og folket vil ikke engang se

bevisene som er så klare

at det bare nå er å le



av de som er så dumme at de tror på

den røverhistorien USA prøver å så

selv om den er helt umulig å forstå

hvis det er fakta man ser på



Hvordan kan en bygning bli til støv

fra topp til tå på under ti sekunder?

Er befolkningen bare altfor sløv?

Hvordan kan den kan godta dagens frihets-røv

og ikke innse at terrortrusselen bare er tøv?



Kanskje er det litt arrogant å si

at alle de som ikke skjønner, de

er rett og slett er dumme brød

slikt kan gjøre noen rød



Men er det ikke ganske så dumt

å ikke engang sjekke og se

på alle de bevis og fakta som finnes?

Kanskje er det greit å bare le

av de som bare nekter å innse det



Hvordan kan du være så dum og tro

at innholdet i USAs propagandaløgner er god?

For bevisene er klare som solen

World Trade Center sprengte de selv

en rakett traff Pentagon med et smell







Å i det minste sjekke, undersøke og tenke selv

er noe du faktisk står i gjeld!



Hvordan kan flertallet bare godta det de blir fortalt

uten engang å ville sjekke de enkle fakta selv?

Det er nesten så jeg synes de alle fortjener å dø

når den frie verden snart forsvinner med et smell","Øyvind Sæther, Terror, Krig, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
En fuglevise,"Vi gikk en deilig vårdag

alléen opp og ned;

lokkende som en gåte

var det forbudne sted.



Og vestenvinden viftet,

og himlen var så blå;

i linden satt en fuglemor

og sang for sine små.



Jeg malte dikterbilder

med lekende farvespill;

to brune øyne lyste

og lo og lyttet til.



Over oss kan vi høre

hvor det tisker og ler; --

men vi, vi tok et smukt farvel,

og møttes aldri mer. --



Og når jeg ensom driver

alléen opp og ned,

så har for de fjærete småfolk

jeg aldri ro og fred.



Fru Spurv har sittet og lyttet,

mens vi troskyldig gikk,

og gjort om oss en vise,

og satt den i musik.



Den er i fuglemunne;

thi under løvets tag

hver næbbet sanger nynner om

hin lyse forårsdag.","Vår, Digte (Henrik Ibsen), Henrik Ibsen, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk",0,1800
Terje Vigen (Utvalgte dikt til skolebruk),"Der bode en underlig graasprængt en

paa den yderste, nøgne ø; -

gan gjorde visst intet menneske mén

hverken paa land eller sjø;

dog stundom gnistred hans øine stygt; -

helst mod uroligt veir, -

og da mente folk, at han var forrykt,

og da var det faa, som uden frygt

kom Terje Vigen nær.



Siden jeg saa ham en enkelt gang,

han laa ved bryggen med fisk;

hans haar var hvidt, men han lo og sang

og var som en ungdom frisk.

Til pigerne havde han skjemtsomme ord,

han spøgte med byens børn,

han svinged sydvesten og sprang ombord;

så heiste han fokken, og hjem han fór

i solskin, den gamle ørn.



Nu skal jeg fortælle, hvad jeg har hørt

om Terje fra først til sidst,

og skulde det stundom falde lidt tørt,

saa er det dog sandt og visst;

Jeg har det just ei fra hans egen mund,

men vel fra hans nærmeste kreds, -

fra dem, som stod hos i hans sidste stund

og lukked hans øine til fredens blund,

da han døde høit opp'i de treds.



Han var i sin ungdom en vild krabat,

kom tidlig fra far og mor,

og havde alt døiet mangen dravat

som yngste jungmand ombord.

Siden han rømte i Amsterdam,

men længtes nok hjem tilslut.

og kom med „Foreningen“, kaptein Pram;

men hjemme var ingen, som kjendte ham,

der reiste som liden gut.



Nu var han vokset sig smuk og stor,

og var dertil en velklædt knægt.

men døde var både far og mor,

og sagtens hans hele slegt.

Han stured en dag, ja kanhænde to; -

men så rysted han sorgen af.

han fandt ei, med landjorden under sig, ro,

nej, da var det bedre at bygge og bo

paa det store bølgende hav!



Et aar derefter var Terje gift, -

det kom nok paa i en hast.

Folk mente, han angred på den bedrift,

som bandt paa et sæt ham fast.

Saa leved han under sit eget tag

En vinter i sus og dus -

skønt ruderne skinned som klareste dag,

med smaa gardiner og blomster bag,

i det lille rødmalte hus.



Da isen løsned for lindveirs bør,

gik Terje med briggen på reis;

om høsten, da grågåsen fløi mod sør,

han mødte den underveis.

da faldt som en vegt paa matrosens bryst:

han kjendte sig stærk og ung,

han kom fra solskinnets lysende kyst,

agter laa verden med liv og lyst, --

og for bougen en vinter tung. --



De ankred, og kammeraterne gik

med landlov til sus og dus,

Han sendte dem endnu et længselsblik,

da han stod ved sit stille hus.

Han glytted ind bag det hvide gardin, -

da saa han i stuen to, -

Hans kone sad stille og hespled lin;

men i vuggen laa, frisk og rød og fin,

en liden pige og lo.



Der sagdes, at Terjes sind med et

fik alvor fra denne stund.

Han trælled og sled og blev aldrig træt

af at vugge sit barn i blund.

Om søndagskvelden, naar dansen klang

vildt fra den nærmeste gaard,

sine gladeste viser han hjemme sang,

mens lille Anna laa paa hans fang

og drog i hans brune haar.



Så lakked og led det til krigens aar

i attenhundred og ni.

Endnu gaar sagn om de trængselskaar,

som folket da stedtes i.

Engelske krydsere stængte hver havn,

i landet var misvekst og nød,

den fattige sulted, den rige led savn,

to kraftige arme var ingen til gavn,

for døren stod sot og død.

Da stured Terje en dag eller to,

Så rysted han sorgen af;

Han mindtes en kending, gammel og tro:

Det store bølgende hav. -

Der vester har endnu hans gerning liv

I sagnet, som djerveste dåd:

„Da vinden kuled lidt mindre stiv,

Terje Vigen rode for barn og viv

Over havet i åben båd!“



Den mindste skægte, der var at få,

Blev valgt til hans Skagensfart.

Sejl og mast lod han hjemme stå, -

Slig tyktes ham bedst bevart.

Han mente nok, Terje, at båden bar,

Om sjøen kom lidt påtvers;

Det jydske rev var vel svært at gå klar, -

Men værre den engelske „Man of war“

Med ørneøjne fra mers.



Så gav han sig trøstig lykken ivold

Og tog til årerne hvast.

Til Fladstrand kom han i god behold

Og hented sin dyre last.

Gud ved, hans føring var ikke stor:

Tre tønder byg, det var alt;

Men Terje kom fra en fattig jord, -

Nu havde han livsens frelse ombord;

Det var hustru og barn det gjaldt.



Tre nætter og dage til toften bandt

Den stærke modige mand;

Den fjerde morgen, da solen randt,

Han skimted en tåget rand.

Det var ikke flygtende skyer han så,

Det var fjelde med tinder og skar;

Men højt over alle åsene lå

Imenæs-sadlen bred og blå.

Da kendte han, hvor han var.



Nær hjemmet var han; en stakket tid

Han holder endnu vel ud!

Hans hjerte sig løfted i tro og lid,

Han var nær ved en bøn til Gud.

Da var det som ordet frøs på hans mund;

Han stirred, han tog ikke fejl, -

Gennem skodden, som letted i samme stund,

Han så en korvet i Hesnæs-sund

At duve for bakkede sejl.



Båden var røbet; der lød et signal,

Og det nærmeste løb var lukt;

Men solgangsvinden blafrede skral, -

Mod vester gik Terjes flugt.

Da firte de jollen fra rælingens kant,

Han hørte matrosernes sang, - -

Med fødderne stemte mod skjægtene spant

Han rode så sjøen fossed og brandt,

Og blodet fra neglerne sprang.



Gæslingen kaldes de blinde skær

Lidt østenfor Homborg-sund.

Der bryder det stygt i pålandsvejr,

Under to fod vand er der bund.

Der sprøjter det hvidt, der glittrer det gult,

Selv stilleste havbliksdag; -

Men går end dønningen aldrig så hult,

Indenfor er det som tidest smult,

Med brækkede bølgedrag.



Didind Terje Vigens skægte foer

Lig en pil mellem brått og brand;

Men bag efter ham, i kølvandets spor,

Jog jollen med femten mand.

Da var det han skreg gjennem brændingens sus

Til Gud i sin højeste nød:

„Inderst derinde på strandens grus

Sidder min viv ved det fattige hus,

Og venter med barnet på brød!“



Dog, højere skreg nok de femten, end han:

Som ved Lyngør, så gik det her.

Lykken er med den engelske mand

På rov mellem Norges skær.

Da Terje tørned mod båens top,

Da skured og jollen på grund;

Fra stavnen bød officeren „stop!“

Han hæved en åre med bladet op

Og hug den i skægtens bund.



Spant og planker for hugget brast,

Sjøen stod ind som en fos;

På to fod vand sank den dyre last,

Dog sank ikke Terjes trods.

Han slog sig gjennem de væbnede mænd

Og sprang over æsingen ud -

Han dukked og svømmed og dukked igjen;

Men jollen kom los; hvor han vendte sig hen

Klang sabler og rifleskud.



De fisked ham op, han førtes ombord,

Korvetten gav sejerssalut;

Agter på hytten, stolt og stor,

stod chefen, en attenårs gut.

Hans første batallie gjaldt Terjes båd,

Thi knejste han nu så kæk;

Men Terje vidste ej længere råd, -

Den stærke mand lå med bøn og gråd

Iknæ på korvettens dæk.



Han købte med tårer, de solgte ham smil,

De ågred med spot for bøn.

Det kuled fra øster, tilhavs med il

Stod Englands sejrende søn.

Da taug Terje Vigen; nu var det gjort,

Nu tog han sin sorg for sig selv.

Men de, som ham fanged, fandt sært hvor fort

Et noget var ligesom vejret bort

Fra hans pandes skyede hvælv.



Han sad i „prisonen“ i lange år,

Der siges, i fulde fem;

Håns nakke bøjed sig, gråt blev hans hår

Af drømmene om hans hjem.

Noget han bar på, men gav ej besked, -

Det var som hans eneste skat.

Så kom attenhundred og fjorten med fred,

De norske fanger, og Terje med,

Førtes hjem på en svensk fregat.



Hjemme ved bryggen han steg iland

Med kongens patent som lods;

Men få kun kendte den gråsprængte mand,

Der rejste som ung matros.

Hans hus var en fremmeds; hvad der blev af

De to, - han derinde erfor:

„Da manden forlod dem og ingen dem gav,

Så fik de til slutning en fælles grav

Af kommunen i fattigfolks jord.“ - -



Årene gik og han røgted sin dont

Som lods på den yderste ø;

Han gjorde visst intet menneske ondt,

Hverken på land eller sjø;

Men stundom gnistred hans øjne stygt,

Når det brød over båer og skær, -

Og da mente folk, at han var forrykt,

Og da var der få, som uden frygt

Kom Terje Vigen nær.



En måneskinskveld med pålandsvind

Kom der liv i lodsernes flok;

En engelsk yacht drev mod kysten ind

Med revnet storsejl og fok.

Fra fortoppen sendte det røde flag

Et nødskrig foruden ord.

Lidt indenfor gik der en båd over stag,

Den vandt sig mod uvejret slag for slag,

Og lodsen stod stout ombord.



Han tyktes så tryg, den gråsprængte mand;

Lig en kæmpe i rattet han greb;-

Yachten lystred, stod atter fra land,

Og båden svam efter på slæb.

Lorden, med lady og barn i arm,

Kom agter, han tog til sin hat:

„Jeg gjør dig så rig, som du nu er arm,

Hvis frelste du bær os af brændingens larm“. -

Men lodsen slap ror og rat.



Han hvidned om kinden, det lo om hans mund,

Lig et smil, der omsider får magt.

Indover bar det, og højt på grund

Stod lordens prægtige yacht.

„Den svigted kommando! I bådene ned!

Mylord og mylady med mig!

Den slår sig i splinter, - jeg ved besked -

Men indenfor ligger den trygge led;

Mit kølspor skal vise jer vej!“



Morilden brændte der skægten fløj

Mod land med sin dyre last.

Agter stod lodsen, stærk og høj,

Hans øje var vildt og hvast.

Han skotted i læ mod Gæslingens top,

Og til luvart med Hesnæs-sund;

Da slap han ror og stagsejl-strop,

Han svinged en åre med bladet op

Og hug den i bådens bund.



Ind stod sjøen med skumhvidt sprøjt - -

Der raste på vraget en strid -

Men moderen løfted sin datter højt

På armen, af rædsel hvid.

„Anna, mit barn!“ hun skreg i sin ve;

Da bævred den gråsprængte mand;

Han fatted om skødet, drev roret i læ,

Og båden var fast som en fugl at se,

Slig foer den i brått og brand.



Den tørned, de sank; men havet var smult

Derindenfor brændingens kreds;

Opover rak sig en langgrund skjult,

Der stod de i vand tilknæs.

Da råbte lorden„kend, - båens ryg -

Den svigter, det er ingen flu!“

Men lodsen smilte„nej vær De tryg;

En sunken skægte med tre tønder byg

Er båen, som bær os nu.“



Der jog et minde om halvglemt dåd

Lig et lyn over lordens træk -,

Han kendte matrosen, som lå med gråd

Iknæ på korvettens dæk!

Da skreg Terje Vigen„alt mit du holdt

I din hånd, og du slap det for ros.

Et øjeblik endnu, og gengæld er voldt - -“

Da var det den engelske stormand stolt,

Bøjed knæ for den norske lods.



Men Terje stod støttet til årens skaft,

Så rank som i ungdommens år;

Hans øjne brandt i ubændig kraft,

For vinden flommed hans hår.

„Du sejled imag på din store korvet,

Jeg rode min ringe båd!

Jeg trælled for mine til døden træt,

Du tog deres brød, og det faldt dig så let

At håne min bittre gråd.



Din rige lady er lys som en vår,

Hendes hånd er som silke fin, -

Min hustrus hånd den var grov og hård,

Men hun var nu alligevel min.

Dit barn har guldhår og øjne blå,

Som en liden Vorherres gæst;

Min datter var intet at agte på,

Hun var, Gud bedre det, mager og grå,

Som fattigfolks børn er flest.



Se, det var min rigdom på denne jord,

Det var alt, hvad jeg kaldte for mit.

Det tyktes for mig en skat så stor;

Men det vejed for dig så lidt. -

Nu er det gengældelsens time slår, -

Thi nu skal du friste en stund,

Som vel kommer op mod de lange år,

Der bøjde min nakke og blegte mit hår

Og sænkte min lykke på grund.“



Barnet han greb og svinged det frit

Med den venstre om ladyens liv.

„Tilbage, mylord! Et eneste skridt, -

Og det koster dig barn og viv!“

På sprang stod Britten til kamp påny;

Men armen var veg og mat; -

Hans ånde brændte, hans øjne var sky,

Og hans hår, - så kendtes ved første gry -

Blev gråt i den eneste nat.



Men Terjes pande bar klarhed og fred,

Hans bringe gik frit og stilt.

Ærbødig løfted han barnet ned,

Og kyssed dets hænder mildt.

Han ånded, som løst fra et fængsels hvælv,

Hans stemme lød rolig og jævn:

„Nu er Terje Vigen igen sig selv.

Indtil nu gik mit blod som en stenet elv;

For jeg måtte - jeg måtte ha'e hævn!



De lange år i „prisonens“ kvalm,

De gjorde mit hjerte sygt.

Bagefter lå jeg som hejens halm,

Og så i et brådyb stygt.

Men nu er det over; vi to er kvit;

Din skyldner foer ej med svig.

Jeg gav det jeg havde, - du tog alt mit,

Og kræv, om du tror du har uret lidt,

Vorherre, som skabte mig slig“ - -



Da dagningen lyste var hvermand frelst;

Yachten lå længst i havn.

Med nattens saga taug de nok helst,

Men vidt foer dog Terjes navn.

Drømmenes uvejrsskyer grå

Fejed en stormnat væk;

Og Terje bar atter så rank, som få,

Den nakke, der krøgtes hin dag han lå

Iknæ på korvettens dæk.



Lorden kom, og mylady med,

Og mange, mange med dem;

De rysted hans hånd til farvel og Guds fred,

Der de stod i hans ringe hjem.

De takked for frelsen, da stormen peb,

For frelsen fra sjøgang og skær;

Men Terje strøg over barnets slæb:

„Nej, den som frelste, da værst det kneb,

Det var nok den lille der!“ - -



Da yachten drejed for Hesnæs-sund,

Den hejste det norske flag.

Lidt længere vest er en skumklædt grund, -

Der gav den det glatte lag.

Da tindred en tåre i Terjes blik;

Han stirred fra hejen ud;

„Stort har jeg mistet, men stort jeg fik.

Bedst var det, kan hænde, det gik, som det gik, -

Og så får du ha'e tak da, Gud!“



Slig var det jeg så ham en enkelt gang,

Han lå ved bryggen med fisk.

Hans hår var hvidt, men han lo og sang,

Og var som en ungdom frisk.

Til pigerne havde han skemtsomme ord,

Han spøgte med byens børn;

Han svinged sydvesten og sprang ombord,

Så hejste han fokken og hjem han foer

I solskin, den gamle ørn;



Ved Fjære kirke jeg så en grav,

Den lå på en vejrhård plet;

Den var ikke skøttet, var sunken og lav,

Men bar dog sit sorte bræt.

Der stod „Thærie Wiighen“ med hvidmalt skrift,

Samt året han hvile fandt. -

Han lagdes for solbrand og vindes vift,

Og derfor blev græsset så stridt og stivt,

Men med vilde blomster iblandt.","Kjærlighet, 1862, Alle dikt alfabetisk, Utvalgte dikt til skolebruk ved Wilh. Klem",1,0
Guldkorn 0012,"Et hjem er der, hvor alle dine tanker

  kan lege frit som børn paa faders fang,

  hvor ei din røst paa hjertedøren banker,

  før svaret lyder i beslægtet sang.

  Et hjem er , hvor dine haar kan graane,

  og ingen mærker, at du ældes dog,

  hvor kjære minder dæmrer for at blaane

  som aasens rygning blaaner bagom skog.","Henrik Ibsen, Tanker, Guldkorn",0,0
Den norske marseillaner,"Op I brave Sønner af Norge!

      Det er Frihedens hellige Dag.

Lader vaje fra Fjeldenes Borge

      : : det trefarvede Norriges Flag! : :

Lad Forrædere under det andet

      skjule sig, straalende Høifest, for Dig;

      og der henblegnende som Liig

høre Folket at juble kring Landet!

      Hurra! for Norges Flag,

      det Tegn for Himlens Sag!

Hil dig, vort Flag! for 

      høit over Folket vai!



Frihed Sejer i Kampen forjetter,

      Fryd og Velstand de fredsæle Aar.

Hil Dig, Frihed, som Arbeidet letter,

      : : og som gjør at vi tungere slaaer! : :



Selv sin Frihed nu feirer Naturen:

      Vintrens Iislænker bragende sank;

      og se som Frihedsbanner blank

vajer rødmende Fjeldbjerk i Uren!

      Høit synger Fossens Dur

      befriede Natur.

Lyd høit vort Chor som rungende Fos!

      Det er og Vaar for Os.



Skal det Døde da Aanderne lære,

      at de juble sin Frihed imod?

i de buldrende Vande da være

      : : mere Geist end i Menneskeblod? : :

Støvet jubler i Solen, og qvæder

      Fuglen ei paa sin svævende Green?

      Og Manden paa sin Arnes Steen

skal ei hilse sin Frihed, sin Hæder?

      Hans høje Frihedshil

      skal Jorden lytte til.

Og hver dens Træl skal aande sin Harm

      som Røg og Ild af Barm.



Men vi mindes, at Norriges Frihed

      ogsaa opsteg af blodige Bad.

Være taksomme Bæger da viet

      : : Liers segnende Seirherrerad! : :

Bretlands Thordner om Norrige braged;

      Hungersdøden det viedes ind,

      og fremmede Forrædersind

lurte sammen i Raadet og Slaget.

      Europa Trældom svor;

      men ""Frihed"" Gud med Nor.

Og Carl, han svoer, og lagde sit Sværd,

      og blev da Spiret værd.



Og med Harme, Brødre, vi mindes:

      end er Friheden hyllet i Slør.

Skal dens Søster, Liigheden, findes

      : : kun som Fremmed ved Normandens Dør? : :

Staten Skat af Oplysningen tage?

      Friheden være kun et Glimmerskin,

      som mægter ei at trænge ind

i det Lovmulm fra Trældommens Dage?

      Nei, Frihed, aabenbar

      den Almagt, som du har!

Din Hær af Mænd er villig og stærk.

      Fuldend dit Frelserværk!



Alt forlængst har sig Maidagen sænket

      som et gavefyldt Himmelens Hvælv.

Deri er os Forjættelsen skjænket:

      : : Gud den hjælper som hjælper sig selv. : :

Deri lyksalige Aarrækker dvæle

      som i Jomfruskjød herlige Æt.

      Og liig et Rigdomshorn dens Sol

himmelsk Lys saaer i Fribaarnes Sjele.

      Spænd ud dit Himmeltag,

      du Frelsens Fødselsdag:

Derfra den steg paa Norriges Raab,

      og der, der boer vort Haab.



Nordmænd, fremad! fremad! Os føre

      Syttende Majens Forjettelser an.

End tør trælsindte Love jo gjøre

      : : til umyndig den fribaarne Mand? : :

Gaaer et Folk ikke fremad, tilbage

      da som Tidens Opevju det gaaer.

      Og Friheden maa hvert et Aar

faae en Seier og miste en Klage.



Fremad mod alle Baand,

      som qvæle Aand og Haand!

Fremad til Alt, som Sandt er og Frit!

      Det Raab, o Dag, er dit.

      Fremad mod Trældoms Rest!

      Saa byder Majens Fest.

""Fremad! Fremad!"" Befriede 

      saa er dens Løsenord!","Alle dikt alfabetisk, Dikt skrevet på 1800-tallet, Henrik Wergeland, Henrik Wergeland - Samlede Skrifter - 2. bind 1833-1841, 17. mai",0,1800
Blaaveis,"Ind under himlens kuppel

staar lerkerne og triller,

men nedenfor paa jorden

gaar bækkene og spiller;

det lyder som om splinter

av glas i millioner

slaar mot hinanden klingende

to funkler, mens de toner.



Men husk, saa er det søndag!

Og gutter er vi, piker,

som blaaveis nu vil plukke,

den blomsten, best vi liker.

I nat saa jeg den skinne

dypt ind i mine drømme,

til hjertet mit blev ydmykt,

og tankerne blev ømme.



Kom lille, snille Birgit,

saa gaar vi to tilsammen:

-- Der ser du Frognerelven,

og her er Vinderndammen!

Men strængt sig løfter skogen,

hvor blomster vi vil finde.

Hvem skulde tro, det blaaner

saa deilig nu derinde!



Blaa hver en liten bakke!

De blaaner som i glæde,

og kjend hvor rart det lukter

av mos og sol og væte!

  Kom hit! Her er saa mange,

at ei jag gaar av flekken!

Far, mor! Hvor vil de tindre

i øinene som bækken!



Skal saa vi til at spise,

faar sammen vi os flytte:

- Og har du et med mysost,

da kan jeg gjerne bytte . . .

Men se, hvor alle skygger

nu pludslig staar lange!

Bedst komme sig til byen,

at ei de skal bli bange.



Dog jeg vil gaa alene.

Stilt vil jeg hele tiden

min sænke i et minde,

fra den gang jeg var liten:

Saa tidt min mor os sae, 

at den hvem sans blev givet

for markens vilde blomster,

ham gaar det godt i livet.



Hvert ønske da blir opfyldt,

som jeg for mit tør kalde,

og et jeg har, der straaler

i vaarsol paa dem alle.

Men kommer vi til Ulvaal,

faar nok vi sprede flokken;

thi der staar  paa veien

og truer os med stokken.



 elsker jeg paa jorden:

Den stjerne hist, som brænder

i ly av skeraasen,

og som saa godt jeg kjender!

 vet jeg her paa jorden,

som jeg tilbunds kan like . . .

Mest ligner hun en blaaveis.

Du søte, lille pike!","Nils Collett Vogt, Vår, Dikt skrevet på 1900-tallet, Kjærlighet, Et liv i dikt, Blomster, Alle dikt alfabetisk",1,1900
Vår,"Faen i støbejernssøilerne!

      Faen i støbejernssøilerne!

Sss . . for en himmelsk slaphed,

      sa . . lig slap . . hed!

Rødt i det grønne, grønt i det røde,

      grønt i det grønne!

Vederlagskræfterne?



      Faen i vederlagskræfterne!

      Faen i vederlagskræfterne!

Det kvindfolk, som går derborte,

      har hun sorg?

Hun skal klæ sig i blåt, blåveisblåt,

      hatten ranunkel!

Valsekiplagerne!



      Faen i valsekiplagerne!

      Faen i valsekiplagerne!

Varme og . . . berberisser og . . . parasoller og . . .

      og sommerfugler og . . .

og og og sølv i luften og sølv på sjøen . .

      Opvarter! Vin!

Huller på hoserne?



      Faen i huller på hoserne!

      Faen i huller på hoserne!

Jeg har sol, jeg har skygge!

      - hele verden!

Skulde bare havt . . en liden rødklædt

      . . blond kjærest. . .","Vår, 1890, Dikt skrevet på 1800-tallet, Dikt med fy-ord, Sigbjørn Obstfelder, Dikte (Sigbjørn Obstfelder), Alle dikt alfabetisk",0,1800
Den gamle nissen,"Den gamle nissen satt så trist på låven jule-kveld.

De glemmer meg nok nå som sist og spiser grøten selv.



Hvor ble hun gamle Guri av? Hun var så snill og blid.

Hun alltid jule-grøt meg gav, men nå er det forbi.



Jeg passet både fjøs og stall i mange, mange år.

Nå er jeg gammel, klein og skral, det er visst best jeg går.



Og nissen satt på låven gjemt og gråt så tåren rant.

Han skjønte nok at han var glemt, da ingen grøt han fant.



Men månens ansikt tittet mildt igjennom gluggen inn,

Og mus og rotter danset vilt omkring i måne-skinn.



De pep og spratt og var så glad, at nissen måtte le.

Han lo og tørket tåren av – til slutt han danset med.","Jul, Dikt skrevet på 1800-tallet, Margrethe Munthe, Nissen, Alle dikt alfabetisk",0,1800
Snyfræser,"Æ søkte dæ opp på min nættlæser 

og så du selgte en snyfræser



men når æ ringte va du så jævla sur

du virka ikkje nokka særlig lur","Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Internett",0,2000
Våren (Linda Iren),"Når jeg ser våren komme på ny

vet jeg at du Jesus skaper noe nytt

inne i menneskenes hjerte



Når jeg kjenner den

kalde vinden fra vinteren

gå over til en varm vårvind

ser jeg menneskene mykner opp

og gir mer av seg selv



Og når jeg ser blomstene

begynner å skyte knopp

da ser jeg hva Jesus har gitt til oss



Han har gitt oss naturen

med alle sine vakre farger

som et bilde på hvor høyt han elsker oss

og han ønsker at vi skal leve

i fellesskap med ham

og med hverandre","Linda Iren Øvergård Straumsnes, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Vår",0,2000
Der staar en sorg,"er staar en sorg etsteds i mit liv,

den kaster saa lang en skygge.

Og hvor den falder, vil livet ei gro,

og sorgen kan ingen rygge.



Barmhjertige liv, jeg strækker mod dig

i længsel og bøn min hænder.

-- Men skyggen ligger henover min vei.

Jeg kan ikke se, at den ender.","Sorg, Nye Digte (Vilhelm Krag), Vilhelm Krag, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk",0,1800
Kjærlighet (-NoRa-x3),"Jeg lover å elske deg.

Jeg lover å beskytte deg. 

Jeg lover å trøste deg.

Jeg lover å være sammen med deg.

Jeg lover å ta vare på deg.

Jeg lover å passe på deg til din sekund tar over.

Jeg lover å kysse deg og holder rundt deg. 

Jeg lover.","-NoRa-x3, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Kjærlighet",1,2000
